Title,Name,Price,MRP,Discount,Rating,Ratings Count,Description,Material,Occasion,Pattern,Sole Material,Sustainable,Type,Warranty,BIS Certificate Image URL,BIS Certificate Number,BIS Expiry Date,Character,Contact Brand or Retailer for pre-sales product queries
Yellow Bee,Boys Graphic Self Design Rubber Sliders,₹454,MRP ₹699,(35% OFF),4.1,9 Ratings,"A pair of yellow and blue printed sliders
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Sliders,,,,,,
ABROS,Boys Red & Blue Rubber Clogs,₹584,MRP ₹649,(10% OFF),4.2,171 Ratings,"A pair of red and blue solid clogs
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Rubber,Casual,Solid,EVA,Regular,Clogs,1 month,,,,,
BAESD,Kids Tom & Jerry Printed Croslite Clogs,₹499,MRP ₹1999,(75% OFF),3.6,50 Ratings,"A pair of blue jom & jerry printed clogs
Croslite upper
Cushioned footbed
Patterned eva outsole",Croslite,Casual,Printed,EVA,Regular,Clogs,,,,,Tom & Jerry,
ABROS,Unisex Kids Navy Blue & Red Rubber Clogs,₹532,MRP ₹549,(3% OFF),4.1,415 Ratings,"A pair of navy blue and red solid clogs
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Rubber,Casual,Solid,EVA,Regular,Clogs,1 month,,,,,
Jazzy Juniors,Kids Printed Rubber Thong Flip-Flops,₹349,MRP ₹699,(50% OFF),3.4,8 Ratings,"A pair of green and purple printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,,
toothless,Boys Spiderman Printed Thong Flip-Flops,₹324,MRP ₹499,(35% OFF),3.9,45 Ratings,"A pair of red thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,Spider-Man,
Aqualite,Kids Textured Applique Thong Flip-Flops,₹349,MRP ₹699,(Rs. 350 OFF),4.3,162 Ratings,"A pair of green,black and yellow Textured Applique Thong Flip-Flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Self Design,EVA,Regular,Thong Flip-Flops,,,,,,
toothless,Boys Printed Rubber Thong Flip-Flops,₹202,MRP ₹449,(55% OFF),4.1,227 Ratings,"A pair of printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,Avengers,
WELCOME,Kids Colourblocked Sliders,₹539,MRP ₹1199,(55% OFF),4.4,61 Ratings,"A pair of blue ,yellow & red colourblocked sliders
Synthetic upper
Cushioned footbed
Patterned synthetic outsole",Synthetic,Casual,Striped,Synthetic,Regular,Sliders,,,,,,
WELCOME,Girls Pink & Peach-Coloured Sliders,₹539,MRP ₹1199,(55% OFF),4.5,240 Ratings,"A pair of pink and peach-coloured self design sliders
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Self Design,EVA,Regular,Sliders,,,,,,
Kids Ville,Boys Blue & Grey Batman Printed Rubber Thong Flip-Flops,₹374,MRP ₹499,(25% OFF),4.4,59 Ratings,"A pair of blue and grey printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,Batman,
WELCOME,Boys Green & Blue Printed Sliders,₹539,MRP ₹1199,(55% OFF),4.5,240 Ratings,"A pair of green & blue printed sliders
Upper Material: Synthetic
Cushioned footbed
Textured and patterned outsole",Synthetic,Casual,Self Design,EVA,Regular,Sliders,,,,,,
Paragon,Kids Colourblocked Rubber Clogs,₹411,MRP ₹749,(45% OFF),4.2,9 Ratings,"A pair of turquoise blue and red colourblocked clogs
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Rubber,Casual,Colourblocked,EVA,Regular,Clogs,1 month,,,,,
WELCOME,Kids Printed Open Toe Sliders,₹539,MRP ₹1199,(55% OFF),4.4,60 Ratings,"A pair of pink,white and red printed sliders
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Printed,EVA,Regular,Sliders,,,,,,
Fame Forever by Lifestyle,Boys Navy Blue & Red Printed Sliders,₹559,MRP ₹699,(20% OFF),4.4,41 Ratings,"A pair of navy blue and red printed sliders
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Printed,EVA,Regular,Sliders,,,,,,
Aqualite,Kids Textured Applique Thong Flip-Flops,₹349,MRP ₹699,(Rs. 350 OFF),4.3,165 Ratings,"A pair of green,black and yellow textured applique thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Self Design,EVA,Regular,Thong Flip-Flops,,,,,,
BAESD,Kids Self Design Sliders,₹359,MRP ₹799,(55% OFF),4.5,20 Ratings,"A pair of olive green self design sliders
Pu upper
Cushioned footbed
Patterned eva outsole",PU,Casual,Self Design,EVA,Regular,Sliders,,,,,,
BAESD,Kids Rabbit LED Lighting Croslite Clogs,₹499,MRP ₹1999,(75% OFF),3.6,140 Ratings,"A pair of purple and blue self design Led lighting clogs
Croslite upper
Cushioned footbed
Patterned eva outsole",Croslite,Casual,Self Design,EVA,Regular,Clogs,,,,,,
Aqualite,Kids Textured Applique Thong Flip-Flops,₹349,MRP ₹699,(Rs. 350 OFF),4.4,9 Ratings,"A pair of peach-coloured,navy blue and yellow textured applique thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Self Design,EVA,Regular,Thong Flip-Flops,,,,,,
YK,Girls Black & Pink Textured Sliders,₹342,MRP ₹699,(51% OFF),4.4,38 Ratings,"A pair of black and pink textured sliders
Synthetic upper
Cushioned footbed
Patterned pvc outsole",Synthetic,Casual,Self Design,PVC,Regular,Sliders,,,,,,
Pantaloons Junior,Girls Printed Sliders,₹594,MRP ₹699,(15% OFF),4.2,5 Ratings,"A pair of black and yellow printed sliders
Rubber upper
Cushioned footbed
Patterned rubber outsole",Rubber,Casual,Printed,Rubber,Regular,Sliders,,,,,Batman,
Paragon,Kids Printed Anti-Skid Durable Clogs Clogs,₹342,MRP ₹699,(51% OFF),3.8,20 Ratings,"A pair of green,red and black printed clogs
Fabric upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Fabric,Casual,Printed,EVA,Regular,Clogs,1 month,,,,,
BAESD,Kids Panda Printed LED Croslite Clogs,₹499,MRP ₹1999,(75% OFF),3.8,238 Ratings,"A pair of Green & blue panda printed led croslite clogs
Croslite upper
Cushioned footbed
EVA outsole",Croslite,Casual,Printed,EVA,Regular,Clogs,,,,,,
Yellow Bee,Boys Cute Dino Rubber Sliders,₹599,MRP ₹799,(25% OFF),4.7,9 Ratings,"A pair of blue and yellow self design sliders
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Sliders,,,,,,
Yellow Bee,Boys Star Astronaut Applique Sliders,₹599,MRP ₹799,(25% OFF),4.4,10 Ratings,"A pair of blue,white and yellow Star Astronaut Applique Sliders
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Sliders,,,,,,
ASIAN,Unisex Kids Rubber Clogs,₹449,MRP ₹499,(10% OFF),3.7,36 Ratings,"A pair of black solid clogs
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 28 days
Warranty provided by brand owner/manufacturer",Rubber,Casual,Solid,EVA,Regular,Clogs,28 days,,,,,
Khadims,Boys Blue & White Printed Sliders,₹339,MRP ₹399,(15% OFF),3.8,6 Ratings,"A pair of blue and white printed sliders
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Printed,EVA,Regular,Sliders,,,,,,
Yellow Bee,Boys Space & Astronaut Applique Rubber Clogs,₹551,MRP ₹849,(35% OFF),4.5,18 Ratings,"A pair of blue and orange space & astronaut clogs
Rubber upper
Cushioned footbed
Patterned rubber outsole",Rubber,Casual,Printed,Rubber,Regular,Clogs,,,,,,
WELCOME,Boys Red & Yellow Printed Sliders,₹539,MRP ₹1199,(55% OFF),4.5,240 Ratings,"A pair of red and yellow printed sliders
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Printed,EVA,Regular,Sliders,,,,,,
Bata,Boys Tan Thong Flip-Flops,₹679,MRP ₹799,(15% OFF),4.1,22 Ratings,"A pair of tan solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned synthetic outsole",Synthetic,Casual,Solid,Synthetic,Regular,Thong Flip-Flops,,,,,,
Yellow Bee,Boys Bear Embellished Sliders,₹519,MRP ₹799,(35% OFF),4.4,5 Ratings,"A pair of white and brown embellished sliders
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Embellished,EVA,Regular,Sliders,,,,,,
Yellow Bee,Girls Unicorn Embellished Rubber Slip On Flip Flops,₹479,MRP ₹799,(40% OFF),5,8 Ratings,"A pair of pink slip on flip flops 
Upper Material: rubber
Cushioned footbed
Textured and patterned outsole",Rubber,Casual,Printed,Rubber,Regular,Slip-On,,,,,,
toothless,Boys self design clogs,₹359,MRP ₹1199,(70% OFF),4.6,52 Ratings,"A pair of navy blue and red self design clogs
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Clogs,,,,,,
Kids Ville,Boys Blue & Red Spider-Man No Way Home Printed Rubber Thong Flip-Flops,₹349,MRP ₹699,(50% OFF),3.5,12 Ratings,"A pair of blue and red printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,Spider-Man,
BAESD,Kids Tom & Jerry Self Design Rubber Clogs,₹419,MRP ₹1399,(70% OFF),3.4,423 Ratings,"A pair of blue self design tom & jerry clogs
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Clogs,,,,,Tom & Jerry,
WELCOME,Kids Printed Sliders,₹587,MRP ₹1199,(51% OFF),4.2,5 Ratings,"A pair of black,white and red printed sliders
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Printed,EVA,Regular,Sliders,,,,,,
ABROS,Unisex Kids Green & Blue Printed Rubber Clogs,₹584,MRP ₹649,(10% OFF),4.5,79 Ratings,"A pair of green and blue printed clogs
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Rubber,Casual,Printed,EVA,Regular,Clogs,1 month,,,,,
ABROS,Kids Black & Yellow Printed Rubber Clogs,₹569,MRP ₹599,(5% OFF),4.1,417 Ratings,"A pair of black and yellow printed clogs
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Rubber,Casual,Printed,EVA,Regular,Clogs,1 month,,,,,
ABROS,Unisex Kids Black Rubber Clogs,₹569,MRP ₹599,(5% OFF),4.1,417 Ratings,"A pair of black solid clogs
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Rubber,Casual,Solid,EVA,Regular,Clogs,1 month,,,,,
Yellow Bee,Boys Cute Dino Rubber Sliders,₹561,MRP ₹749,(25% OFF),4.3,14 Ratings,"A pair of blue ,yellow & green self design sliders
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Sliders,,,,,,
Kids Ville,Boys Hulk Printed Rubber Thong Flip Flops,₹359,MRP ₹399,(10% OFF),3.8,13 Ratings,"A pair of black and green Hulk printed thong flip flops
Rubber upper material
Cushioned footbed
Patterned EVA outsole

Features:
Waterproof soft strap
PV patch logo pasting
Soft EVA sole for all day comfort
Soft & comfortable thong",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,Hulk,
BAESD,Kids Self Design Sliders,₹359,MRP ₹799,(55% OFF),3.8,6 Ratings,"A pair of pink self design sliders
Pu upper
Cushioned footbed
Patterned eva outsole",PU,Casual,Self Design,EVA,Regular,Sliders,,,,,,
ABROS,Unisex Kids Blue & White Rubber Clogs,₹532,MRP ₹549,(3% OFF),4,386 Ratings,"A pair of blue and white solid clogs
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Rubber,Casual,Solid,EVA,Regular,Clogs,1 month,,,,,
Aqualite,Kids Bee Featherweight Thong Flip-Flops,₹349,MRP ₹699,(Rs. 350 OFF),4.3,166 Ratings,"A pair of navy blue ,red & yellow self design thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Features:
Foot centric design to provide walking performance
Revitalizing bounce
Easy to wash
Double-deck solo provides comfortable cushioning
Featherweight product",Synthetic,Casual,Self Design,EVA,Regular,Thong Flip-Flops,,,,,,
Baby Moo,Girls Floral Printed Waterproof Anti-Skid & Lightweight Sliders,₹509,MRP ₹599,(15% OFF),4.3,13 Ratings,"A pair of round toe sea green Sliders ,has regular styling,
Slip on detail
Plastic upper
Cushioned footbed
Textured and patterned outsole
Features:
Waterproof
Anti-skid
Lightweight ",Plastic,Casual,Printed,Rubber,Regular,Sliders,,,,,,
BAESD,Kids Rabbit LED Lighting Croslite Clogs,₹499,MRP ₹1999,(75% OFF),3.6,138 Ratings,"A pair of blue and orange-coloured self design led lighting clogs
Croslite upper with slip-on closure
Cushioned footbed
Patterned eva outsole",Croslite,Casual,Self Design,EVA,Regular,Clogs,,,,,,
BAESD,Kids Printed Sliders,₹459,MRP ₹1999,(77% OFF),3.3,7 Ratings,"A pair of pink and white printed sliders
Rubber upper
Cushioned footbed
Patterned rubber outsole",Rubber,Casual,Printed,Rubber,Regular,Sliders,,,,,,
Yellow Bee,Unisex Kids Yellow Printed Rubber Sliders,₹449,MRP ₹749,(40% OFF),3.8,9 Ratings,"A pair of yellow printed sliders
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Sliders,,,,,,
Yellow Bee,Unisex Kids White & Black Printed Rubber Sliders,₹449,MRP ₹749,(40% OFF),4.5,10 Ratings,"A pair of white and black printed sliders
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Sliders,,,,,,
YK,Boys Self Design Clogs,₹399,MRP ₹799,(50% OFF),4.2,43 Ratings,"A pair of grey self design clogs
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Clogs,,,,,,
Yellow Bee,Boys Printed Rubber Thong Flip-Flops,₹377,MRP ₹629,(40% OFF),4.1,13 Ratings,"A pair of yellow and black printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,,
Aqualite,Kids Textured Applique Thong Flip-Flops,₹349,MRP ₹699,(Rs. 350 OFF),4.3,162 Ratings,"A pair of green,black and yellow textured applique thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Self Design,EVA,Regular,Thong Flip-Flops,,,,,,
BAESD,Kids Embellished Sliders,₹359,MRP ₹799,(55% OFF),3.7,14 Ratings,"A pair of black and white embellished sliders
Pu upper
Cushioned footbed
Patterned eva outsole",PU,Casual,Embellished,EVA,Regular,Sliders,,,,,,
Jazzy Juniors,Kids Printed Rubber Thong Flip-Flops,₹349,MRP ₹699,(50% OFF),4.6,7 Ratings,"A pair of pink and blue printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,,
Kids Ville,Girls Frozen Screen Printed Thong Flip-Flops,₹349,MRP ₹499,(30% OFF),4.4,16 Ratings,"A pair of blue & pink frozen screen printed thong flip-flops
Synthetic upper material
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,Frozen,
Aqualite,Kids Textured Applique Thong Flip-Flops,₹349,MRP ₹699,(Rs. 350 OFF),4.3,164 Ratings,"A pair of navy blue,red and yellow textured applique thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Self Design,EVA,Regular,Thong Flip-Flops,,,,,,
YK,Girls Self Design Clogs,₹599,MRP ₹799,(25% OFF),4.4,22 Ratings,"A pair of fuchsia self design clogs
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Clogs,,,,,,
PASSION PETALS,Kids Sheep Embossed Lightweight Clogs,₹599,MRP ₹999,(40% OFF),4.6,7 Ratings,"A pair of green & yellow sheep embossed clogs
PU upper with slip-on closure
Cushioned footbed
Patterned eva outsole
Lightweight technology",PU,Casual,Printed,TPR,Regular,Clogs,,,,,,
ABROS,Unisex Kids Sea Green & Red Embellished Clogs,₹569,MRP ₹599,(5% OFF),4.6,12 Ratings,"A pair of sea green and red embellished clogs
Rubber upper 
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand/manufacturer",Rubber,Casual,Embellished,EVA,Regular,Clogs,1 month,,,,,
ABROS,Unisex Kids Orange Rubber Clogs,₹569,MRP ₹599,(5% OFF),4.1,420 Ratings,"A pair of orange solid clogs
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Rubber,Casual,Solid,EVA,Regular,Clogs,1 month,,,,,
WELCOME,Girls Blue & Pink Sliders,₹539,MRP ₹1199,(55% OFF),4.5,240 Ratings,"A pair of blue and pink self design sliders
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Self Design,EVA,Regular,Sliders,,,,,,
ABROS,Unisex Kids Navy Blue & White Rubber Clogs,₹532,MRP ₹549,(3% OFF),4,123 Ratings,"A pair of navy blue and white solid clogs
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Rubber,Casual,Solid,EVA,Regular,Clogs,1 month,,,,,
ABROS,Unisex Kids Blue & Red Rubber Clogs,₹532,MRP ₹549,(3% OFF),4,122 Ratings,"A pair of blue and red solid clogs
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Rubber,Casual,Solid,EVA,Regular,Clogs,1 month,,,,,
Yellow Bee,Boys Astro Applique Clogs,₹519,MRP ₹799,(35% OFF),4,9 Ratings,"A pair of olive green,white and green astro applique clogs
Rubber upper 
Cushioned footbed
Patterned rubber outsole",Rubber,Casual,Embellished,Rubber,Regular,Clogs,,,,,,
BAESD,Kids Applique Embellished Clogs,₹499,MRP ₹1999,(75% OFF),4.1,37 Ratings,"A pair of yellow,green and red applique embellished clogs
Croslite upper
Cushioned footbed
Patterned eva outsole",Croslite,Casual,Embellished,EVA,Regular,Clogs,,,,,,
BAESD,Kids Applique Embellished Clogs,₹499,MRP ₹1999,(75% OFF),4.1,37 Ratings,"A pair of blue and red applique embellished clogs
Croslite upper
Cushioned footbed
Patterned EVA outsole",Croslite,Casual,Embellished,EVA,Regular,Clogs,,,,,,
Yellow Bee,Boys Animal Printed Sliders,₹486,MRP ₹749,(35% OFF),4.4,7 Ratings,"A pair of yellow, orange and brown animal printed sliders
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Sliders,,,,,,
BAESD,Kids Printed Sliders,₹459,MRP ₹1999,(77% OFF),3.9,65 Ratings,"A pair of blue and white printed sliders
Rubber upper
Cushioned footbed
Patterned rubber outsole",Rubber,Casual,Printed,Rubber,Regular,Sliders,,,,,,
BAESD,Kids Printed Sliders,₹459,MRP ₹1999,(77% OFF),3.8,13 Ratings,"A pair of yellow and green printed sliders
Rubber upper
Cushioned footbed
Patterned rubber outsole",Rubber,Casual,Printed,Rubber,Regular,Sliders,,,,,,
BAESD,Kids Printed Clogs,₹449,MRP ₹999,(55% OFF),3.8,12 Ratings,"A pair of blue and green printed clogs
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Clogs,,,,,,
Yellow Bee,Girls Bear Embellished Sliders,₹449,MRP ₹749,(40% OFF),3.7,7 Ratings,"A pair of cream-coloured and white embellished sliders
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Embellished,EVA,Regular,Sliders,,,,,,
Jazzy Juniors,Kids Self Design Clogs,₹439,MRP ₹1099,(60% OFF),4.3,13 Ratings,"A pair of green clogs
Pu upper with slip-on closure
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Self Design,EVA,Regular,Clogs,,,,,,
Jazzy Juniors,Kids Applique Embellished Clogs,₹439,MRP ₹1099,(60% OFF),3.7,6 Ratings,"A pair of yellow,white and black applique embellished clogs
Pu upper with slip-on closure
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Embellished,EVA,Regular,Clogs,,,,,,
BAESD,Kids Self Design Rubber Clogs,₹419,MRP ₹1399,(70% OFF),3.9,44 Ratings,"A pair of purple self design clogs
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Clogs,,,,,,
NEOBABY,Unisex Kids Lime Green & Blue PU Clogs,₹389,MRP ₹499,(22% OFF),3.1,9 Ratings,"A pair of lime green clogs
Pu upper with slip-on closure
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Printed,EVA,Regular,Clogs,,,,,,
Jazzy Juniors,Kids Printed Rubber Thong Flip-Flops,₹349,MRP ₹699,(50% OFF),4.4,11 Ratings,"A pair of purple and yellow printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,,
toothless,Boys Marvel Avengers Printed Room Slippers,₹324,MRP ₹499,(35% OFF),3.9,45 Ratings,"A pair of yellow fashion
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Room Slippers,,,,,,
BAESD,Kids Printed Clogs,₹399,MRP ₹1999,(80% OFF),2.7,6 Ratings,"A pair of red printed clogs
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Clogs,,,,,,
BAESD,Kids Self Design Clogs,₹599,MRP ₹1999,(70% OFF),2.7,6 Ratings,"A pair of orange-coloured self design clogs
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Clogs,,,,,,
BAESD,Kids Printed Clogs,₹599,MRP ₹1999,(70% OFF),2.7,6 Ratings,"A pair of green printed clogs
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Clogs,,,,,,
Yellow Bee,Boys Printed Rubber Thong Flip-Flops,₹561,MRP ₹749,(25% OFF),4.4,5 Ratings,"A pair of blue and white printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,,
KATS,Kids Cartoon Charm Self Design Clogs,₹599,MRP ₹799,(25% OFF),3.4,5 Ratings,"A pair of beige and red self design clogs
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Self Design,EVA,Regular,Clogs,,,,,,
Kids Ville,Boys Spiderman Printed Rubber Thong Flip Flops,₹359,MRP ₹399,(10% OFF),4.2,11 Ratings,"A pair of blue and red Spiderman printed thong flip flops
Rubber upper material
Cushioned footbed
Patterned EVA outsole

Features:
Waterproof soft strap
PV patch logo pasting
Soft EVA sole for all day comfort
Soft & comfortable thong",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,Spider-Man,
BAESD,Kids LED Lighting Space Character Clogs,₹499,MRP ₹1999,(75% OFF),4.6,7 Ratings,"A pair of turquoise blue and navy blue LED lighting space character clogs
Rubber upper
Cushioned footbed
Patterned eva outsole
Features: Led Lighting",Rubber,Casual,Self Design,EVA,Regular,Clogs,,,,,,
BAESD,Kids LED Lighting Space Character Clogs,₹499,MRP ₹1999,(75% OFF),4.6,7 Ratings,"A pair of red and black LED lighting space character clogs
Rubber upper
Cushioned footbed
Patterned eva outsole
Features: Led Lighting",Rubber,Casual,Self Design,EVA,Regular,Clogs,,,,,,
BAESD,Kids LED Lighting Space Character Clogs,₹499,MRP ₹1999,(75% OFF),4.6,7 Ratings,"A pair of green and blue LED lighting space character clogs
Rubber upper
Cushioned footbed
Patterned eva outsole
Features: Led Lighting",Rubber,Casual,Self Design,EVA,Regular,Clogs,,,,,,
BAESD,Kids Self Design Rubber Clogs,₹419,MRP ₹1399,(70% OFF),3.9,44 Ratings,"A pair of pink self design clogs
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Clogs,,,,,,
BAESD,Kids Tom & Jerry Self Design Rubber Clogs,₹419,MRP ₹1399,(70% OFF),3.4,422 Ratings,"A pair of pink self design tom & jerry clogs
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Clogs,,,,,Tom & Jerry,
BAESD,Kids Printed Sliders,₹459,MRP ₹1999,(77% OFF),3.8,66 Ratings,"A pair of yellow and red printed sliders
Rubber upper
Cushioned footbed
Patterned rubber outsole",Rubber,Casual,Printed,Rubber,Regular,Sliders,,,,,,
BAESD,Kids Printed Sliders,₹459,MRP ₹1999,(77% OFF),3.3,7 Ratings,"A pair of blue and white printed sliders
Rubber upper
Cushioned footbed
Patterned rubber outsole",Rubber,Casual,Printed,Rubber,Regular,Sliders,,,,,,
BAESD,Kids Printed Sliders,₹459,MRP ₹1999,(77% OFF),3.3,7 Ratings,"A pair of pink and yellow self design sliders
Rubber upper
Cushioned footbed
Patterned rubber outsole",Rubber,Casual,Self Design,Rubber,Regular,Sliders,,,,,,
BAESD,Kids Printed Sliders,₹459,MRP ₹1999,(77% OFF),3.8,13 Ratings,"A pair of pink and black printed sliders
Rubber upper
Cushioned footbed
Patterned rubber outsole",Rubber,Casual,Printed,Rubber,Regular,Sliders,,,,,,
BAESD,Kids Printed Sliders,₹459,MRP ₹1999,(77% OFF),3.8,13 Ratings,"A pair of blue and black self design sliders
Rubber upper
Cushioned footbed
Patterned rubber outsole",Rubber,Casual,Self Design,Rubber,Regular,Sliders,,,,,,
BAESD,Kids Tom & Jerry Printed Croslite Clogs,₹499,MRP ₹1999,(75% OFF),3.6,50 Ratings,"A pair of red jom & jerryprinted clogs
Croslite upper
Cushioned footbed
Patterned eva outsole",Croslite,Casual,Printed,EVA,Regular,Clogs,,,,,Tom & Jerry,
BAESD,Kids Embellished Sliders,₹359,MRP ₹799,(55% OFF),4,5 Ratings,"A pair of grey embellished sliders
Pu upper
Cushioned footbed
Patterned eva outsole",PU,Casual,Embellished,EVA,Regular,Sliders,,,,,,
Yellow Bee,Girls Unicorn Design Clogs,₹584,MRP ₹899,(35% OFF),3.4,5 Ratings,"A pair of pink and white unicorn design clogs
Rubber upper
Cushioned footbed
Patterned rubber outsole",Rubber,Casual,Self Design,Rubber,Regular,Clogs,,,,,,
PASSION PETALS,Kids Dodo Embossed Lightweight Clogs,₹599,MRP ₹999,(40% OFF),3.6,5 Ratings,"A pair of round toe green,white and pink dodo embossed lightweight clogs ,has regular styling
Slip-on detail
Pu upper
Cushioned footbed
Textured and patterned outsole",PU,Casual,Embellished,TPR,Regular,Clogs,,,,,,
PASSION PETALS,Girls Star Embossed Lightweight Clogs,₹599,MRP ₹999,(40% OFF),4.1,7 Ratings,"A pair of round toe pink,yellow and lavender star embossed lightweight clogs
Pu upper
Cushioned footbed
Textured and patterned outsole",PU,Casual,Embellished,TPR,Regular,Clogs,,,,,,
