Title,Name,Price,MRP,Discount,Rating,Ratings Count,Description,Type,Toe Shape,Fastening and Back Detail,Pattern,Occasion,Ornamentation,Ankle Height,Sole Material,Warranty
Shoetopia,Women Black Open Toe Flats,₹599,MRP ₹999,(40% OFF),4.2,2.9k Ratings,"A pair of open toe flats
Upper Material: suede
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,No Back Strap,Solid,Casual,,Regular,TPR,
Mast & Harbour,Women Ballerinas with Laser Cuts Flats,₹899,MRP ₹2499,(Rs. 1600 OFF),4.4,272 Ratings,"A pair of white ballerinas
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Ballerinas,Round Toe,Slip-On,Solid,Casual,Laser Cuts,Mid-Top,TPR,1 month
BAESD,Girls Colourblocked Ballerinas,₹659,MRP ₹1999,(67% OFF),4,22 Ratings,"A pair of white colorblocked ballerinas
Synthetic upper
Cushioned footbed
Textured and patterned PU outsole",Ballerinas,Round Toe,Slip-On,Colourblocked,Casual,,Regular,PU,
Denill,Women Open Toe Flats With Bows,₹704,MRP ₹1499,(53% OFF),4.2,2k Ratings,"A pair of cream-coloured open toe flats
Upper Material: synthetic leather
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,No Back Strap,Solid,Casual,Bows,Regular,PU,
House of Pataudi,Women Ethnic Embellished Mules,₹1583,MRP ₹3299,(52% OFF),4.6,13 Ratings,"A pair of pink mules
Ethnic embellished
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",Mules,Pointed Toe,No Back Strap,Embellished,Ethnic,Ethnic - Embellished,Regular,TPR,
Shoetopia,Women Ballerinas with Bows Flats,₹699,MRP ₹999,(30% OFF),4.1,7.1k Ratings,"A pair of tan ballerinas
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",Ballerinas,Round Toe,Slip-On,Solid,Casual,Bows,Regular,TPR,
DressBerry,Women Embellished Open Toe Flats with Bows,₹594,MRP ₹1699,(65% OFF),4.2,48 Ratings,"A pair of beige open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Square Toe,No Back Strap,Embellished,Casual,Bows,Regular,Rubber,
Bata comfit,Women Embellished T-Strap Flats,₹1444,MRP ₹1699,(15% OFF),3.8,5 Ratings,"A pair of black embellished one toe flats
Upper Material: Fabric
Cushioned footbed
Textured and patterned pu outsole",One Toe Flats,Round Toe,Slip-On,Embellished,Casual,Western - Embellished,Regular,PU,
Carlton London,Women Party Ballerinas Flats,₹1099,MRP ₹1999,(45% OFF),4.3,18 Ratings,"A pair of black ballerinas
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 7 days
Warranty provided by brand owner/manufacturer",Ballerinas,Round Toe,Slip-On,Solid,Party,,Regular,TPR,7 days
Van Heusen,Women Open Toe Flats,₹1737,MRP ₹2199,(21% OFF),4.2,50 Ratings,"A pair of off white open toe flats, has regular styling with slip-on closure
Upper Material: PU
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,No Back Strap,Solid,Casual,,Regular,Rubber,
Forever Glam by Pantaloons,Embellished Open Toe Flats,₹974,MRP ₹1299,(25% OFF),4.3,55 Ratings,"A pair of black embellished open toe flats
Fabric upper
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,No Back Strap,Embellished,Casual,Western - Embellished,Regular,TPR,
Mast & Harbour,Women Printed Ballerinas Flats,₹899,MRP ₹2499,(Rs. 1600 OFF),4.4,275 Ratings,"A pair of grey ballerinas
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Ballerinas,Square Toe,Slip-On,Printed,Casual,Western - Embellished,Mid-Top,TPR,1 month
Bata,Women Black Open Toe Flats,₹849,MRP ₹999,(15% OFF),4.2,166 Ratings,"A pair of black open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Round Toe,No Back Strap,Solid,Casual,,Regular,Synthetic,
Bata comfit,Women Brown Solid Open Toe Flats,₹1274,MRP ₹1499,(15% OFF),4.2,1.3k Ratings,"A pair of brown open-toed flats, has regular styling, slip-on detail
Synthetic upper
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,Slip-On,Solid,Casual,Buckles,Regular,TPR,
Anouk,Beige Floral Embroidered Open Toe Flats,₹629,MRP ₹1499,(58% OFF),4,515 Ratings,"A pair of beige & white open toe flats
Upper Material: pu
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,No Back Strap,Embellished,Casual,Embroidered,Regular,PVC,
Gibelle,Women Brown Printed Open Toe Flats,₹549,MRP ₹999,(45% OFF),4.1,3k Ratings,"A pair of open toe flats
Upper Material: synthetic patent
Cushioned footbed
Textured and patterned outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Open Toe Flats,Square Toe,No Back Strap,Printed,Casual,,Regular,Rubber,15 days
Roadster,The Lifestyle Co Women Solid Casual Flats Ballerinas,₹899,MRP ₹2799,(Rs. 1900 OFF),3.7,7 Ratings,"A pair of round-toe Black solid Ballerinas flats with regular styling and slip-on closure
Synthetic upper material
Cushioned footbed
Patterned TPR outsole
Warranty: 1 Month
Warranty provided by brand/manufacturer",Ballerinas,Round Toe,Slip-On,Solid,Casual,,Mid-Top,TPR,1 month
Carlton London sports,Open Toe Flats,₹1319,MRP ₹2399,(45% OFF),4.2,232 Ratings,"A pair of beige and white open toe flats with velcro closure
Upper Material: synthetic
Cushioned footbed
Textured and patterned EVA outsole
Warranty: 1 month
Warranty provided by brand /manufacturer",Open Toe Flats,Open Toe,Velcro,Solid,Casual,,Regular,EVA,1 month
Style Shoes,Textured Laser Cuts One Toe Flats,₹879,MRP ₹3999,(78% OFF),3.9,36 Ratings,"A pair of black one toe flats
Upper material: fabric
Cushioned footbed
Textured and patterned outsole",One Toe Flats,Open Toe,No Back Strap,Textured,Casual,Laser Cuts,Regular,TPU,
BAESD,Girls Printed Round Toe Ballerinas,₹689,MRP ₹2999,(77% OFF),4.1,49 Ratings,"A pair of peach-coloured printed round toe ballerinas
Velcro detail
Upper Material: synthetic leather
Cushioned footbed
Textured and patterned outsole",Ballerinas,Round Toe,Velcro,Printed,Party,Bows,Regular,TPR,
Shoetopia,Women Tan Gladiators with Buckles Flats transparent strap,₹599,MRP ₹1999,(70% OFF),4,1.5k Ratings,"A pair of tan gladiators
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",Gladiators,Open Toe,Lace-Ups,Printed,Casual,,Regular,TPR,
Shoetopia,Women Open Toe Flats,₹599,MRP ₹999,(40% OFF),4,1.1k Ratings,"A pair of black open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,Buckle,Solid,Casual,Western - Embellished,Regular,TPR,
El Paso,Women Open Toe Flats with Buckles,₹829,MRP ₹2899,(Rs. 2070 OFF),3.9,2.5k Ratings,"A pair of off white open toe flats
Upper Material: synthetic leather
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Open Toe Flats,Open Toe,Velcro,Solid,Casual,Buckles,Regular,EVA,3 months
Tokyo Talkies,Women White Textured Open Toe Flats,₹469,MRP ₹998,(53% OFF),4.1,2.3k Ratings,"A pair of white open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Open Toe Flats,Round Toe,No Back Strap,Woven Design,Casual,,Regular,TPR,15 days
Anouk,Embellished Mojaris,₹799,MRP ₹1999,(Rs. 1200 OFF),4.2,156 Ratings,"A pair of beige embellished mojaris
Synthetic leather upper
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Mojaris,Round Toe,Slip-On,Embellished,Ethnic,Ethnic - Embellished,Regular,Synthetic,1 month
Anouk,Cream-Coloured & Pink Embroidered Ethnic Mojaris,₹696,MRP ₹1699,(59% OFF),4.3,995 Ratings,"A pair of cream-coloured and pink cream-coloured & pink embroidered mojaris
Upper material: pu
Cushioned footbed
Textured and patterned outsole",Mojaris,Round Toe,Slip-On,Embellished,Ethnic,Embroidered,Regular,TPR,
Mast & Harbour,Cream-Coloured Textured Ballerinas,₹799,MRP ₹2299,(Rs. 1500 OFF),4.1,632 Ratings,"A pair of cream-coloured ballerinas 
Upper Material: pu
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Ballerinas,Round Toe,Slip-On,Textured,Casual,,Regular,TPR,1 month
Anouk,Women Embellished Ethnic Open Toe Flats,₹492,MRP ₹1699,(71% OFF),4.2,50 Ratings,"A pair of copper-toned open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,No Back Strap,Embellished,Ethnic,Ethnic - Embellished,Regular,Synthetic,
Shoetopia,Embellished Suede Round Toe Ballerinas,₹799,MRP ₹1999,(60% OFF),4.2,452 Ratings,"A pair of beige and silver-toned embellished round toe ballerinas
Upper material: suede
Cushioned footbed
Textured and patterned outsole",Ballerinas,Pointed Toe,Buckle,Solid,Casual,Western - Embellished,Regular,TPR,
Kiana House Of Fashion,Embroidered Ethnic Mules,₹687,MRP ₹1599,(57% OFF),4.3,141 Ratings,"A pair of off white,green and red mules
Upper material: canvas
Cushioned footbed
Textured and patterned outsole",Mules,Round Toe,Backstrap,Embellished,Ethnic,Embroidered,Regular,TPR,
VENDOZ,Women Open Toe Flats,₹579,MRP ₹999,(42% OFF),3.4,30 Ratings,"A pair of black open toe flats
Upper Material: synthetic leather
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Open Toe Flats,Round Toe,Backstrap,Solid,Casual,,Mid-Top,TPR,1 month
Bata,Women Black Embellished Flats,₹1104,MRP ₹1299,(15% OFF),3.9,122 Ratings,"A pair of black
Upper Material: pu
Cushioned footbed
Textured and patterned outsole",T-Strap Flats,Open Toe,Backstrap,Embellished,Casual,,Regular,TPR,
Shezone,Embellished Square Toe Ethnic Mojaris,₹999,MRP ₹1999,(50% OFF),4.4,232 Ratings,"A pair of gold-toned and rose gold-toned  mojaris
Upper material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Mojaris,Square Toe,Slip-On,Embellished,Ethnic,Ethnic - Embellished,Regular,TPU,1 month
Colo,Women Striped Printed Open Toe Flats,₹519,MRP ₹999,(48% OFF),3.3,11 Ratings,"A pair of gold-toned open toe flats
Upper Material: synthetic leather
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,No Back Strap,Striped,Casual,,Regular,PVC,
Metro,Backstrap Open Toe Flats,₹1494,MRP ₹2490,(40% OFF),4.2,76 Ratings,"A pair of blue open toe flats, has backstrap detail
Synthetic upper
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand/manufacturer",Open Toe Flats,Open Toe,Backstrap,Solid,Casual,Laser Cuts,Regular,TPR,1 month
Mast & Harbour,Round Toe Suede Ballerinas,₹1119,MRP ₹2499,(Rs. 1380 OFF),4.3,263 Ratings,"A pair of brown solid ballerinas
Upper Material: suede
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Ballerinas,Round Toe,Slip-On,Solid,Casual,,Regular,TPR,1 month
Kiana House Of Fashion,Women Embellished Embroidered Canvas Mules,₹687,MRP ₹1599,(57% OFF),4.3,148 Ratings,"A pair of navy blue & pink mules 
Upper Material: canvas
Cushioned footbed
Textured and patterned outsole",Mules,Round Toe,No Back Strap,Embellished,Casual,Embroidered,Regular,TPR,
Shezone,Embroidered Ethnic Mojaris,₹799,MRP ₹1999,(60% OFF),4.4,737 Ratings,"A pair of beige and black mojaris
Upper material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Mojaris,Square Toe,Slip-On,Embellished,Ethnic,Embroidered,Regular,TPU,1 month
Forever Glam by Pantaloons,Bow Detailed Ballerinas,₹749,MRP ₹999,(25% OFF),4.3,28 Ratings,"A pair of yellow bow detailed ballerinas
PU upper
Cushioned footbed
Textured and patterned outsole",Ballerinas,Pointed Toe,Slip-On,Solid,Casual,Bows,Regular,TPR,
Allen Solly,Women Mules with Laser Cuts,₹1553,MRP ₹2099,(26% OFF),4.2,21 Ratings,"A pair of pink mules with Laser Cuts, has a backstrap
Upper Material: pu
Cushioned footbed
Textured and patterned outsole
Warranty: 6 months
Warranty provided by brand owner/manufacturer",Mules,Pointed Toe,Backstrap,Solid,Casual,Laser Cuts,Regular,TPR,6 months
Mast & Harbour,Women Slip-On Round Toe Open Toe Flats,₹799,MRP ₹2799,(Rs. 2000 OFF),4.9,7 Ratings,"A pair of grey open toe flats
Upper Material: synthetic leather
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Open Toe Flats,Round Toe,Slip-On,Solid,Casual,,Mid-Top,TPR,1 month
Paragon,Open Toe Flats,₹549,MRP ₹999,(45% OFF),4.3,140 Ratings,"A pair of maroon one toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",One Toe Flats,Round Toe,Slip-On,Solid,Casual,,Mid-Top,PU,1 month
Lil Lollipop,Girls Printed Ballerinas,₹483,MRP ₹690,(30% OFF),4.3,35 Ratings,"A pair of pink ballerinas
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",Ballerinas,Round Toe,Velcro,Printed,Casual,,Regular,Rubber,
Carlton London,Buckle Detailed Ballerinas,₹1319,MRP ₹2199,(40% OFF),3.6,52 Ratings,"A pair of cream-coloured buckle detailed ballerinas
Synthetic upper
Cushioned footbed
Textured and patterned outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Ballerinas,Round Toe,Slip-On,Solid,Casual,Buckles,Regular,TPR,15 days
Mochi,Women Grey Open Toe Flats,₹1194,MRP ₹1990,(40% OFF),4.4,190 Ratings,"A pair of grey open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Open Toe Flats,Open Toe,No Back Strap,Solid,Casual,,Regular,PU,1 month
CAI,Women Textured Party One Toe Flats with Bows,₹1493,MRP ₹1799,(17% OFF),4.4,16 Ratings,"A pair of beige one toe flats
Upper Material: pu
Cushioned footbed
Textured and patterned outsole",One Toe Flats,Open Toe,Ankle Loop,Textured,Party,Bows,Regular,Synthetic,
CAI,Women Clear Multi Stud Flats,₹1402,MRP ₹2299,(39% OFF),4.7,18 Ratings,"A pair of transparent t-strap flats
Upper Material: pu
Cushioned footbed
Textured and patterned outsole",T-Strap Flats,Pointed Toe,Ankle Loop,Printed,Casual,Western - Embellished,Regular,Synthetic,
Mochi,Embroidered Ethnic One Toe Flat,₹1094,MRP ₹1990,(45% OFF),4.5,116 Ratings,"A pair of black, yellow & pink ethnic flats, has regular ankle and open back
Synthetic embroidered upper 
Cushioned footbed
Textured and patterend outsole,
Warranty: 1 month
Warranty is provided by brand/manufacturer",One Toe Flats,Open Toe,No Back Strap,Woven Design,Ethnic,Embroidered,Regular,Resin,1 month
Allen Solly,Women Colourblocked Open Toe Flats with Buckles Detail,₹1183,MRP ₹1599,(26% OFF),4.3,32 Ratings,"A pair of black and tan brown colourblocked open toe flats with buckles detail, has regular styling, no backstrap detail
Upper Material: pu
Cushioned footbed
Textured and patterned outsole
Warranty: 6 months
Warranty provided by brand owner/manufacturer",Open Toe Flats,Open Toe,No Back Strap,Colourblocked,Casual,Buckles,Regular,TPR,6 months
OPHELIA,Embellished Open Toe Flats,₹574,MRP ₹1199,(Rs. 625 OFF),4,3.7k Ratings,"A pair of black and gold-toned open toe flats
Upper material: synthetic leather
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,No Back Strap,Embellished,Party,Western - Embellished,Regular,PVC,
Metro,Women Peach-Coloured Open Toe Flats,₹1145,MRP ₹2290,(50% OFF),4.5,28 Ratings,"A pair of peach-coloured open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Open Toe Flats,Round Toe,No Back Strap,Solid,Casual,Western - Embellished,Regular,TPR,1 month
Melange by Lifestyle,Embellished Ethnic Mules,₹934,MRP ₹1699,(45% OFF),4.5,24 Ratings,"A pair of gold-toned embellished mules
Synthetic upper
Cushioned footbed
Textured and patterned outsole",Mules,Round Toe,No Back Strap,Embellished,Ethnic,Ethnic - Embellished,Regular,Synthetic,
Anouk,Textured Open Toe Flats,₹649,MRP ₹2199,(Rs. 1550 OFF),3.7,51 Ratings,"A pair of pink textured open toe flats
Synthetic leather upper
Cushioned footbed
Textured and patterned outsole",Ballerinas,Open Toe,Lace-Ups,Textured,Casual,,Regular,TPC,
Lavie,Printed Open Toe Flats,₹874,MRP ₹2499,(65% OFF),3.9,175 Ratings,"A pair of black printed open toe flats
Pu upper
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,Slip-On,Printed,Casual,Buckles,Regular,EVA,
Marc Loire,Textured Double Strap Open Toe Flats With Backstrap,₹1551,MRP ₹1599,(3% OFF),4.2,142 Ratings,"A pair of black open toe flats
Upper Material: pu
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Open Toe,Backstrap,Textured,Casual,,Regular,Rubber,
Denill,Women Printed Velvet Open Toe Flats with Buckles,₹599,MRP ₹2499,(76% OFF),4.2,334 Ratings,"A pair of brown open toe flats
Upper Material: velvet
Cushioned footbed
Textured and patterned outsole",Open Toe Flats,Round Toe,No Back Strap,Printed,Casual,,Regular,EVA,
Anouk,Women One Toe Flats,₹713,MRP ₹2099,(66% OFF),3.7,28 Ratings,"A pair of gold-toned ballerinas
Upper Material: synthetic leather
Cushioned footbed
Textured and patterned outsole",One Toe Flats,Open Toe,No Back Strap,Solid,Casual,,Regular,TPR,
Vishudh,Women White Solid Open Toe Flats,₹469,MRP ₹998,(53% OFF),4.1,2.6k Ratings,"A pair of white open-toed flats, has regular styling, no back strap detail
Synthetic upper
Cushioned footbed
Textured and patterned outsole
Warranty: 15 days
Warranty provided by brand/manufacturer",Open Toe Flats,Open Toe,No Back Strap,Solid,Casual,,Regular,TPR,15 days
Mochi,Women Black T-Strap Flats,₹894,MRP ₹1490,(40% OFF),4.4,497 Ratings,"A pair of black t-strap flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",T-Strap Flats,Square Toe,Slip-On,Solid,Casual,,Regular,Resin,1 month
Metro,Women Open Toe Flats,₹1194,MRP ₹1990,(40% OFF),4.2,1.2k Ratings,"A pair of open toe flats
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Open Toe Flats,Open Toe,No Back Strap,Solid,Casual,,Regular,Rubber,1 month
